Occupation,Salary Grade,Occupational Service Code,Occupational Group Code,Class ID
HSAC Executive Commissioner,30,18-ES,OM,HSACEXCO
Human Resource Management Aide,4,01-GA,HRM,HRMA
Human Resource Management Assistanta,8,01-GA,HRM,HRMAS
Human Resource Management Officer I,11,01-GA,HRM,HRMO1
Human Resource Management Officer II,15,01-GA,HRM,HRMO2
Human Resource Management Officer II,18,01-GA,HRM,HRMO3
Human Resource Management Officer IV,22,01-GA,HRM,HRMO4
Human Resource Management Officer V,24,01-GA,HRM,HRMO5
Identification Officer I,22,14-DS,FDE,IDO1
Identification Officer II,24,14-DS,FDE,IDO2
Immigration Assistant,8,07-SS,IMR,IMGA
Immigration Officer I,11,07-SS,IMR,IMGO1
Immigration Officer II,13,07-SS,IMR,IMGO2
Immigration Officer III,16,07-SS,IMR,IMGO3
Industrial Design Analyst,11,08-IA,I,INDA
Industrial Design Specialist,15,08-IA,I,INDS
Industrial Project Training Supervisor,18,10-EL,STCA,IPTS
Information Systems Analyst I,12,03-PS,IT,INFOSA1
Information Systems Analyst II,16,03-PS,IT,INFOSA2
Information Systems Analyst III,19,03-PS,IT,INFOSA3
Information Systems Officer I,19,03-PS,IT,ITO1
Information Systems Officer II,22,03-PS,IT,ITO2
Information Systems Officer III,24,03-PS,IT,ITO3
Information Systems Researcher I,10,03-PS,IT,INFOSR1
Information Systems Researcher II,14,03-PS,IT,INFOSR2
Information Systems Researcher III,17,03-PS,IT,INFOSR3
Inmate Guidance Chief,24,07-SS,S,IGC
Inmate Guidance Officer I,11,07-SS,S,IGO1
Inmate Guidance Officer II,15,07-SS,S,IGO2
Inspector-General,29,18-ES,OM,IG
Instructor I,12,10-EL,SCUT,INST1
Instructor II,13,10-EL,SCUT,INST2
Instructor III,14,10-EL,SCUT,INST3
Instrumentman,5,04-AE,SZ,INSTMAN
Insurance Specialist I,11,12-TT,IR,INS1
Insurance Specialist II,15,12-TT,IR,INS2
Intellectual Property Rights Specialist I,14,12-TT,PTCE,IPRS1
Intellectual Property Rights Specialist II,17,12-TT,PTCE,IPRS2
Intellectual Property Rights Specialist III,20,12-TT,PTCE,IPRS3
Intellectual Property Rights Specialist IV,23,12-TT,PTCE,IPRS4
Intellectual Property Rights Specialist V,25,12-TT,PTCE,IPRS5
Intelligence Agent Aide,4,14-DS,IN,IAA
Intelligence Agent I,8,14-DS,IN,IA1
Intelligence Agent II,10,14-DS,IN,IA2
Intelligence Officer I,11,14-DS,IN,INTELO1
Intelligence Officer II,15,14-DS,IN,INTELO2
Intelligence Officer III,18,14-DS,IN,INTELO3
Intelligence Officer IV,22,14-DS,IN,INTELO4
Intelligence Officer V,24,14-DS,IN,INTELO5
Internal Auditing Assistant,8,02-FS,AFE,IAAS
Internal Auditor I,11,02-FS,AFE,IAUD1
Internal Auditor II,15,02-FS,AFE,IAUD2
Internal Auditor III,18,02-FS,AFE,IAUD3
Internal Auditor IV,22,02-FS,AFE,IAUD4
Internal Auditor V,24,02-FS,AFE,IAUD5
International Civil Aviation Coordinator,20,05-TC,AV,ICAC
International Science Relations Officer I,10,13-MP,SD,ISRO1
International Science Relations Officer II,14,13-MP,SD,ISRO2
International Science Relations Officer III,18,13-MP,SD,ISRO3
International Science Relations Officer IV,22,13-MP,SD,ISRO4
International Science Relations Officer V,24,13-MP,SD,ISRO5
Interpreter I,8,08-IA,T,INTER1
Interpreter II,10,08-IA,T,INTER2
Interpreter III,12,08-IA,T,INTER3
Investigation Agent I,18,14-DS,CI,INVA1
Investigation Agent II,20,14-DS,CI,INVA2
Investigation Agent II,22,14-DS,CI,INVA3
Investigation Agent IV,23,14-DS,CI,INVA4
Investigation Agent V,24,14-DS,CI,INVA5
Investigation Agent VI,25,14-DS,CI,INVA6
Investments Analyst,11,12-TT,IA,IMENTA
Investments Specialist,15,12-TT,IA,IMENTS
Illustrator I,3,08-IA,I,ILTOR1
Illustrator II,5,08-IA,I,ILTOR2
Information Officer I,11,08-IA,ID,INFO1
Information Officer II,15,08-IA,ID,INFO2
Information Officer II,18,08-IA,ID,INFO3
Information Officer IV,22,08-IA,ID,INFO4
Information Officer V,24,08-IA,ID,INFO5
Judicial Staff Assistant II,9,01-GA,EJLS,JSA2
Judicial Staff Assistant III,10,01-GA,EJLS,JSA3
Judicial Staff Employee II,4,01-GA,EJLS,JSE2
Judicial Staff Head,28,01-GA,EJLS,JSH
Judicial Staff Officer III,18,01-GA,EJLS,JSO3
Judicial Staff Officer IV,19,01-GA,EJLS,JSO4
Judicial Staff Officer V,20,01-GA,EJLS,JSO5
Judicial Staff Officer VI,22,01-GA,EJLS,JSO6
Junior Process Server,3,01-GA,CSET,JPS
Junior Scholarship Affairs Officer,11,01-GA,HRM,JSAO
Jurisconsult,30,15-LJ,JA,JUCON
Labor and Employment Assistant,8,07-SS,LEMD,LEA
Labor and Employment Officer I,11,07-SS,LEMD,LEO1
Labor and Employment Officer II,13,07-SS,LEMD,LEO2
Labor and Employment Officer III,16,07-SS,LEMD,LEO3
Labor Arbiter,29,07-SS,LCMA,LARB
Labor Arbitration Associate,22,07-SS,LCMA,LARBA
Laboratory Aide I,2,06-CT,LS,LABA1
Laboratory Aide II,4,06-CT,LS,LABA2
Laboratory Inspector I,8,06-CT,LS,LABI1
Laboratory Inspector II,10,06-CT,LS,LABI2
Laboratory Inspector III,14,06-CT,LS,LABI3
Laboratory Technician I,6,06-CT,LS,LABT1
Laboratory Technician II,8,06-CT,LS,LABT2
Laboratory Technician III,10,06-CT,LS,LABT3
Land Management Examiner,10,11-AA,LM,LAME
Land Management Inspector,6,11-AA,LM,LAMI
Land Management Officer I,11,11-AA,LM,LAMO1
Land Management Officer II,15,11-AA,LM,LAMO2
Land Management Officer III,18,11-AA,LM,LAMO3
Land Management Officer IV,22,11-AA,LM,LAMO4
Land Management Officer V,24,11-AA,LM,LAMO5
Land Registration Examiner I,10,11-AA,LREG,LARE1
Land Registration Examiner II,14,11-AA,LREG,LARE2
Landscaping Supervisor,12,06-CT,BGHC,LAPS
Language Researcher I,10,10-EL,LRES,LANRE1
Language Researcher II,14,10-EL,LRES,LANRE2
Launch Patron,7,05-TC,MTS,LAP
Launch Service Supervisor,12,05-TC,MTS,LSS
Laundry Worker I,1,17-MS,LW,LAW1
Laundry Worker II,3,17-MS,LW,LAW2
Laundry Worker II,6,17-MS,LW,LAW3
Law Education Specialist I,16,15-LJ,LAWE,LES1
Law Education Specialist II,18,15-LJ,LAWE,LES2
Law Education Specialist III,20,15-LJ,LAWE,LES3
Law Education Specialist IV,22,15-LJ,LAWE,LES4
Law Education Specialist V,24,15-LJ,LAWE,LES5
Law Enforcement Evaluation Officer I,11,14-DS,PA,LEEO1
Law Enforcement Evaluation Officer II,15,14-DS,PA,LEEO2
Law Enforcement Evaluation Officer III,18,14-DS,PA,LEEO3
Law Enforcement Evaluation Officer IV,22,14-DS,PA,LEEO4
Law Enforcement Evaluation Officer V,24,14-DS,PA,LEEO5
Law Reform Associate I,12,15-LJ,LR,LWRA1
Law Reform Associate II,14,15-LJ,LR,LWRA2
Law Reform Specialist I,16,15-LJ,LR,LWRS1
Law Reform Specialist II,18,15-LJ,LR,LWRS2
Law Reform Specialist III,20,15-LJ,LR,LWRS3
Law Reform Specialist IV,22,15-LJ,LR,LWRS4
Law Reform Specialist V,24,15-LJ,LR,LWRS5
Law Reform Specialist VI,26,15-LJ,LR,LWRS6
Legal Aide,5,15-LJ,LC,LEAD
Legal Assistant I,10,15-LJ,LC,LEA1
Legal Assistant II,12,15-LJ,LC,LEA2
Legal Assistant III,14,15-LJ,LC,LEA3
Legislative Committee Researcher,21,01-GA,EJLS,LCR
Legislative Committee Secretary,23,01-GA,EJLS,LCS
Legislative Staff Assistant I,7,01-GA,EJLS,LSA1
Legislative Staff Assistant II,10,01-GA,EJLS,LSA2
Legislative Staff Assistant III,11,01-GA,EJLS,LSA3
Legislative Staff Employee I,4,01-GA,EJLS,LESE1
Legislative Staff Employee II,6,01-GA,EJLS,LESE2
Legislative Staff Head,29,01-GA,EJLS,LSH
Legislative Staff Officer I,14,01-GA,EJLS,LSO1
Legislative Staff Officer II,16,01-GA,EJLS,LSO2
Legislative Staff Officer III,19,01-GA,EJLS,LSO3
Legislative Staff Officer IV,20,01-GA,EJLS,LSO4
Legislative Staff Officer V,21,01-GA,EJLS,LSO5
Legislative Staff Officer VI,22,01-GA,EJLS,LSO6
Letter Carrier,6,05-TC,CDOR,LETCAR
Librarian Aide,2,10-EL,LIS,LIBA
Librarian I,11,10-EL,LIS,LIB1
Librarian II,15,10-EL,LIS,LIB2
Librarian III,18,10-EL,LIS,LIB3
Librarian IV,22,10-EL,LIS,LIB4
Librarian V,24,10-EL,LIS,LIB5
License Inspector I,6,02-FS,LI,LINS1
License Inspector II,8,02-FS,LI,LINS2
Licensing Officer I,11,02-FS,LI,LIOF1
Licensing Officer II,15,02-FS,LI,LIOF2
Licensing Officer III,18,02-FS,LI,LIOF3
Licensing Officer IV,22,02-FS,LI,LIOF4
Licensing Officer V,24,02-FS,LI,LIOF5
Lifeguard,3,08-IA,RC,LG
Light Equipment Operator,2,05-TC,AEO,LEQO
Lighthouse Inspector,11,05-TC,LO,LIHI
Lighthouse Keeper I,3,05-TC,LO,LIKP1
Lighthouse Keeper II,5,05-TC,LO,LIKP2
Lighthouse Service Supervisor,15,05-TC,LO,LHSS
Lineman I,3,05-TC,CDOR,LMAN1
Lineman II,5,05-TC,CDOR,LMAN2
Lineman III,8,05-TC,CDOR,LMAN3
Lineman IV,11,05-TC,CDOR,LMAN4
Linguistics Specialist,23,10-EL,LRES,LIN
Livestock Inspector I,6,09-MH,V,LIVI1
Livestock Inspector II,8,09-MH,V,LIVI2
Livestock Inspector III,11,09-MH,V,LIVI3
Loan Examiner I,9,02-FS,LEXA,LEX1
Loan Examiner II,11,02-FS,LEXA,LEX2
Loan Examiner III,15,02-FS,LEXA,LEX3
Loan Examiner IV,18,02-FS,LEXA,LEX4
Local Assessment Operations Officer I,11,02-FS,AM,LAO01
Local Assessment Operations Officer II,15,02-FS,AM,LAOO2
Local Assessment Operations Officer III,18,02-FS,AM,LAOO3
Local Assessment Operations Officer IV,22,02-FS,AM,LAOO4
Local Assessment Operations Officer V,24,02-FS,AM,LAO05
Local Disaster Risk Reduction and Management Assistant,8,07-SS,DRM,LDRRMA
Local Disaster Risk Reduction and Management Officer I,11,07-SS,DRM,LDRRMO1
Local Disaster Risk Reduction and Management Officer II,15,07-SS,DRM,LDRRMO2
Local Disaster Risk Reduction and Management Officer III,18,07-SS,DRM,LDRRMO3
Local Disaster Risk Reduction and Management Officer IV,22,07-SS,DRM,LDRRMO4
Local Disaster Risk Reduction and Management Officer V,24,07-SS,DRM,LDRRMO5
Local Government Operations Officer I,11,07-SS,LGO,LGO01
Local Government Operations Officer II,13,07-SS,LGO,LGOO2
Local Government Operations Officer III,15,07-SS,LGO,LGOO3
Local Government Operations Officer IV,18,07-SS,LGO,LGO04
Local Government Operations Officer V,20,07-SS,LGO,LGO05
Local Government Operations Officer VI,22,07-SS,LGO,LGO06
Local Government Operations Officer VII,24,07-SS,LGO,LGO07
Local Government Operations Officer VIII,26,07-SS,LGO,LGOO8
Local Legislative Staff Assistant I,6,01-GA,EJLS,LLSA1
Local Legislative Staff Assistant II,8,01-GA,EJLS,LLSA2
Local Legislative Staff Assistant III,10,01-GA,EJLS,LLSA3
Local Legislative Staff Employee I,2,01-GA,EJLS,LLESE1
Local Legislative Staff Employee II,4,01-GA,EJLS,LLESE2
Local Legislative Staff Officer I,11,01-GA,EJLS,LLSO1
Local Legislative Staff Officer II,13,01-GA,EJLS,LLSO2
Local Legislative Staff Officer III,16,01-GA,EJLS,LLSO3
Local Legislative Staff Officer IV,19,01-GA,EJLS,LLSO4
Local Legislative Staff Officer V,22,01-GA,EJLS,LLSO5
Local Legislative Staff Officer VI,24,01-GA,EJLS,LLSO6
Local Revenue Collection Officer I,11,02-FS,LTO,LREVCO1
Local Revenue Collection Officer II,15,02-FS,LTO,LREVCO2
Local Revenue Collection Officer III,18,02-FS,LTO,LREVCO3
Local Revenue Collection Officer IV,22,02-FS,LTO,LREVCO4
Local Revenue Collection Officer V,24,02-FS,LTO,LREVCO5
Local Treasury Examiner I,11,02-FS,AFE,LTEX1
Local Treasury Examiner II,15,02-FS,AFE,LTEX2
Local Treasury Operations Assistant,8,02-FS,LTO,LTOA
Local Treasury Operations Officer I,11,02-FS,LTO,LTOO1
Local Treasury Operations Officer II,15,02-FS,LTO,LTOO2
Local Treasury Operations Officer III,18,02-FS,LTO,LTOO3
Local Treasury Operations Officer IV,22,02-FS,LTO,LTOO4
Local Treasury Operations Officer V,24,02-FS,LTO,LTOO5
Logistics Management Officer I,11,01-GA,SUM,LGMO1
Logistics Management Officer II,15,01-GA,SUM,LGMO2
Logistics Management Officer III,18,01-GA,SUM,LGMO3
Logistics Management Officer IV,22,01-GA,SUM,LGMO4
Logistics Management Officer V,24,01-GA,SUM,LGMO5
Lumber Grader,5,11-AA,FA,LUMBG
Labor Foreman,6,06-CT,GUS,LAFOR
Labor General Foreman,8,06-CT,GUS,LAGFOR
Laborer I,1,06-CT,GUS,LA1
Laborer I,3,06-CT,GUS,LA2
Machine Shop Foreman,11,06-CT,MW,MASF
Machinist I,4,06-CT,MW,M1
Machinist II,6,06-CT,MW,M2
Machinist III,9,06-CT,MW,M3
Magnetic Recorder Operator I,6,06-CT,PMO,MRO1
Magnetic Recorder Operator II,8,06-CT,PMO,MRO2
Magnetic Recorder Operator III,11,06-CT,PMO,MRO3
Mail Sorter,4,05-TC,CDOR,MS
Make-up Artist,2,17-MS,BC,MUPA
Malacologist I,11,13-MP,Z,MCL1
Malacologist II,15,13-MP,Z,MCL2
Malaria Control Foreman,7,09-MH,PC,MCF
Managing News Editor,22,08-IA,ID,MANEW
Manpower Development Assistant,8,07-SS,LEMD,MDA
Manpower Development Officer I,11,07-SS,LEMD,MDO1
Manpower Development Officer II,15,07-SS,LEMD,MDO2
Manpower Development Regional Coordinator,25,07-SS,LEMD,MDRC
Marine Engineman I,4,06-CT,MHOR,ME1
Marine Engineman II,6,06-CT,MHOR,ME2
Maritime Education and Training Standards Supervisor,26,05-TC,MTS,METSS
Maritime Industry Development Assistant,8,05-TC,MTS,MIDA
Maritime Industry Development Specialist I,11,05-TC,MTS,MIDS1
Maritime Industry Development Specialist II,15,05-TC,MTS,MIDS2
Market Inspector I,6,12-TT,MOR,MKTI1
Market Inspector II,8,12-TT,MOR,MKTI2
Market Specialist I,11,12-TT,MOR,MKTS1
Market Specialist II,15,12-TT,MOR,MKTS2
Market Specialist III,18,12-TT,MOR,MKTS3
Market Specialist IV,22,12-TT,MOR,MKTS4
Market Specialist V,24,12-TT,MOR,MKTS5
Market Supervisor I,10,12-TT,MOR,MSUP1
Market Supervisor II,14,12-TT,MOR,MSUP2
Market Supervisor III,18,12-TT,MOR,MSUP3
Market Supervisor IV,22,12-TT,MOR,MSUP4
Market Supervisor V,24,12-TT,MOR,MSUP5
Master Fisherman I,5,11-AA,AQD,MFISH1
Master Fisherman II,8,11-AA,AQD,MFISH2
Master Tailor I,5,06-CT,BW,MTLOR1
Master Tailor II,8,06-CT,BW,MTLOR2
Master Teacher I,18,10-EL,SCUT,MTCHR1
Master Teacher II,19,10-EL,SCUT,MTCHR2
Master Teacher III,20,10-EL,SCUT,MTCHR3
Master Teacher IV,21,10-EL,SCUT,MTCHR4
Mathematician Aide I,6,13-MP,MM,MTHA1
Mathematician Aide II,8,13-MP,MM,MTHA2
Mathematician I,10,13-MP,MM,MTH1
Mathematician II,14,13-MP,MM,MTH2
Meat Control Officer I,13,09-MH,V,MCO1
Meat Control Officer II,16,09-MH,V,MCO2
Meat Inspector I,6,09-MH,V,MITI1
Meat Inspector II,8,09-MH,V,MITI2
Meat Inspector II,11,09-MH,V,MITI3
Mechanical Plant Supervisor I,11,06-CT,MHOR,MPS1
Mechanical Plant Supervisor II,13,06-CT,MHOR,MPS2
Media Accreditation and Relation Officer I,11,08-IA,MAR,MARO1
Media Accreditation and Relation Officer II,15,08-IA,MAR,MARO2
Media Accreditation and Relation Officer III,18,08-IA,MAR,MARO3
Media Accreditation and Relation Officer IV,22,08-IA,MAR,MARO4
Media Accreditation and Relation Officer V,24,08-IA,MAR,MARO5
Media Production Aide,5,08-IA,MMP,MPXA
Media Production Assistant,8,08-IA,MMP,MPXAS
Media Production Specialist I,11,08-IA,MMP,MPXS1
Media Production Specialist II,15,08-IA,MMP,MPXS2
Media Production Specialist III,18,08-IA,MMP,MPXS3
Media Production Specialist IV,22,08-IA,MMP,MPXS4
Media Production Specialist V,24,08-IA,MMP,MPXS5
Mediator-Arbiter,25,07-SS,LCMA,MARB
Medical Center Chief I,26,09-MH,HA,MDC1
Medical Center Chief II,27,09-MH,HA,MDC2
Medical Equipment Technician I,6,06-CT,MHOR,MEQT1
Medical Equipment Technician II,8,06-CT,MHOR,MEQT2
Medical Equipment Technician III,11,06-CT,MHOR,MEQT3
Medical Equipment Technician IV,13,06-CT,MHOR,MEQT4
Medical Laboratory Technician I,6,09-MH,MT,MLAB1
Medical Laboratory Technician II,8,09-MH,MT,MLAB2
Medical Laboratory Technician II,10,09-MH,MT,MLAB3
Medical Officer I,16,09-MH,M,MDOF1
Medical Officer II,18,09-MH,M,MDOF2
Medical Officer III,21,09-MH,M,MDOF3
Medical Officer IV,23,09-MH,M,MDOF4
Medical Officer V,25,09-MH,M,MDOF5
Medical Specialist I,22,09-MH,M,MDSP1
Medical Specialist II,23,09-MH,M,MDSP2
Medical Specialist II,24,09-MH,M,MDSP3
Medical Specialist IV,25,09-MH,M,MDSP4
Medical Specialist V,26,09-MH,M,MDSP5
Medical Specialist VI,28,09-MH,M,MDSP6
Medical Specialist VII,30,09-MH,M,MDSP7
Medical Technologist I,11,09-MH,MT,MDTK1
Medical Technologist II,15,09-MH,MT,MDTK2
Medical Technologist III,18,09-MH,MT,MDTK3
Medical Technologist IV,20,09-MH,MT,MDTK4
Medical Technologist V,22,09-MH,MT,MDTK5
Medico-Legal Officer I,18,09-MH,M,MDLO1
Medico-Legal Officer II,20,09-MH,M,MDLO2
Medico-Legal Officer III,22,09-MH,M,MDLO3
Medico-Legal Officer IV,24,09-MH,M,MDLO4
Medico-Legal Officer V,25,09-MH,M,MDLO5
Member of the House of Representatives,31,19-LS,CG,MHREP
"Member, Constitutional Commission",30,18-ES,TMG,MCC
Message Writer,15,08-IA,ID,MW
Metal Worker Foreman,9,06-CT,MW,MTWF
Metal Worker General Foreman,11,06-CT,MW,MTWGF
Metal Worker I,4,06-CT,MW,MTW1
Metal Worker II,6,06-CT,MW,MTW2
Metallurgist I,11,13-MP,ML,MTLL1
Metallurgist II,15,13-MP,ML,MTLL2
Metals Technologist I,6,13-MP,ML,MTEK1
Metals Technologist II,8,13-MP,ML,MTEK2
Metals Technologist III,10,13-MP,ML,MTEK3
Metals Technologist IV,12,13-MP,ML,MTEK4
Metals Technologist V,14,13-MP,ML,MTEK5
Meter Reader I,4,05-TC,PUAR,MRDR1
Meter Reader II,6,05-TC,PUAR,MRDR2
Meter Reader III,9,05-TC,PUAR,MRDR3
Metro Aide I,2,06-CT,GUS,MAID1
Metro Aide II,4,06-CT,GUS,MAID2
Metro Trial Court Judge,28,15-LJ,JJ,METCJ
Midwife I,9,09-MH,N,MDWF1
Midwife II,11,09-MH,N,MDWF2
Midwife III,13,09-MH,N,MDWF3
Midwife IV,15,09-MH,N,MDWF4
Midwife V,17,09-MH,N,MDWF5
Midwife VI,19,09-MH,N,MDWF6
Midwifery School Principal I,21,09-MH,N,MWSP1
Midwifery School Principal II,23,09-MH,N,MWSP2
Mineral Analyst,11,13-MP,G,MINA
Mining Claims Examiner I,10,11-AA,MCE,MINC1
Mining Claims Examiner II,14,11-AA,MCE,MINC2
Mining Claims Examiner III,18,11-AA,MCE,MINC3
Mining Operations Officer,24,13-MP,ML,MOO
Motor Vehicle Inspector,6,05-TC,TDR,MVI
Movie Equipment Technician I,6,08-IA,MMP,MET1
Movie Equipment Technician II,8,08-IA,MMP,MET2
Movie Equipment Technician III,11,08-IA,MMP,MET3
Municipal Agrarian Reform Program Officer,20,11-AA,AGR,MARPO
Municipal Agricultural Officer,20,11-AA,AGD,MAGO
Municipal Circuit Trial Court Judge,28,15-LJ,JJ,MCTCJ
Municipal Trial Court Judge,28,15-LJ,JJ,MTCJ
Munitions Operator Foreman,9,14-DS,OMRR,MOF
Munitions Operator General Foreman,11,14-DS,OMRR,MOGF
Munitions Operator I,4,14-DS,OMRR,MO1
Munitions Operator II,6,14-DS,OMRR,MO2
Munitions Production Supervisor,12,14-DS,OMRR,MUNPS
Munitions Production Technician I,6,14-DS,OMRR,MUNPT1
Munitions Production Technician II,8,14-DS,OMRR,MUNPT2
Museum Curator I,22,10-EL,MSC,MUSC1
Museum Curator II,24,10-EL,MSC,MUSC2
Museum Guide,9,10-EL,MSC,MUSG
Museum Researcher I,10,10-EL,MSC,MUSR1
Museum Researcher II,14,10-EL,MSC,MUSR2
Museum Technician I,6,10-EL,MSC,MUST1
Museum Technician II,8,10-EL,MSC,MUST2
Music Director,11,08-IA,MC,MUSICD
Musician,5,08-IA,MC,MUSIC
Management and Audit Analyst I,11,02-FS,MS,MAA1
Management and Audit Analyst II,15,02-FS,MS,MAA2
Management and Audit Analyst III,18,02-FS,MS,MAA3
Management and Audit Analyst IV,22,02-FS,MS,MAA4
Management and Audit Analyst V,24,02-FS,MS,MAA5
Management and Audit Assistant,8,02-FS,MS,MASST
Messenger,2,01-GA,CSET,M
Microfilming Machine Operator I,6,03-PS,IT,MFLM1
Microfilming Machine Operator II,8,03-PS,IT,MFLM2
Microfilming Machine Operator III,11,03-PS,IT,MFLM3
Motorpool Dispatcher,6,05-TC,AEO,MPD
Motorpool Supervisor I,7,05-TC,AEO,MTPS1
Motorpool Supervisor II,9,05-TC,AEO,MTPS2
Mason Foreman,8,06-CT,BGHC,MF
Mason I,3,06-CT,BGHC,MSN1
Mason II,5,06-CT,BGHC,MSN2
Mechanic I,4,06-CT,MHOR,MECH1
Mechanic II,6,06-CT,MHOR,MECH2
Mechanic III,9,06-CT,MHOR,MECH3
Mechanical Plant Operator I,4,06-CT,MHOR,MPO1
Mechanical Plant Operator II,6,06-CT,MHOR,MPO2
Mechanical Plant Operator I,9,06-CT,MHOR,MPO3
Mechanical Shop Foreman,11,06-CT,MHOR,MSF
Mechanical Shop General Foreman,13,06-CT,MHOR,MSGF
National Cashier,24,02-FS,CH,NCASH
National Intelligence Assistant I,8,14-DS,NI,NIA1
National Intelligence Assistant II,10,14-DS,NI,NIA2
National Intelligence Specialist I,11,14-DS,NI,NIS1
National Intelligence Specialist II,15,14-DS,NI,NIS2
National Intelligence Specialist III,18,14-DS,NI,NIS3
National Intelligence Specialist IV,22,14-DS,NI,NIS4
National Intelligence Specialist V,24,14-DS,NI,NIS5
National Museum Deputy Director-General,29,18-ES,TMG,NMDDG
National Museum Director-General,30,18-ES,TMG,NMDG
National Security Specialist I,12,14-DS,NS,NSS1
National Security Specialist II,16,14-DS,NS,NSS2
National Security Specialist III,19,14-DS,NS,NSS3
National Security Specialist IV,22,14-DS,NS,NSS4
National Security Specialist V,24,14-DS,NS,NSS5
National Statistician,30,03-PS,ST,NSTAT
Nautical Writer I,6,04-AE,SZ,NAUW1
Nautical Writer II,8,04-AE,SZ,NAUW2
Network Controller I,8,08-IA,BOPP,NETC1
Network Controller II,11,08-IA,BOPP,NETC2
News Analyst I,11,08-IA,ID,NA1
News Analyst II,15,08-IA,ID,NA2
News Analyst III,18,08-IA,ID,NA3
News Analyst IV,22,08-IA,ID,NA4
News Editor I,12,08-IA,ID,NE1
News Editor II,16,08-IA,ID,NE2
News Reporter I,15,08-IA,ID,NR1
News Reporter II,17,08-IA,ID,NR2
Newscaster I,15,08-IA,ID,NC1
Newscaster II,17,08-IA,ID,NC2
Nurse I,15,09-MH,N,NURS1
Nurse II,16,09-MH,N,NURS2
Nurse III,17,09-MH,N,NURS3
Nurse IV,19,09-MH,N,NURS4
Nurse Maid I,2,17-MS,LDS,NM1
Nurse Maid II,4,17-MS,LDS,NM2
Nurse V,20,09-MH,N,NURS5
Nurse VI,22,09-MH,N,NURS6
Nurse VII,24,09-MH,N,NURS7
Nursing Attendant I,4,09-MH,N,NATT1
Nursing Attendant II,6,09-MH,N,NATT2
Nursing School Principal I,21,09-MH,N,NUSP1
Nursing School Principal II,22,09-MH,N,NUSP2
Nursing School Principal III,23,09-MH,N,NUSP3
Nutrition Officer I,10,09-MH,DT,NUTO1
Nutrition Officer II,14,09-MH,DT,NUTO2
Nutrition Officer III,18,09-MH,DT,NUTO3
Nutrition Officer IV,22,09-MH,DT,NUTO4
Nutrition Officer V,24,09-MH,DT,NUTO5
Nutrition Program Coordinator,25,09-MH,DT,NUTPC
Nutritionist-Dietitian I,11,09-MH,DT,ND1
Nutritionist-Dietitian II,15,09-MH,DT,ND2
Nutritionist-Dietitian III,18,09-MH,DT,ND3
Nutritionist-Dietitian IV,20,09-MH,DT,ND4
Nutritionist-Dietitian V,22,09-MH,DT,ND5
Nutritionist-Dietitian VI,24,09-MH,DT,ND6
Occupational Therapist I,11,09-MH,OPST,OT1
Occupational Therapist II,15,09-MH,OPST,OT2
Occupational Therapist III,18,09-MH,OPST,OT3
Occupational Therapist IV,22,09-MH,OPST,OT4
Occupational Therapy Technician I,6,09-MH,OPST,OTT1
Occupational Therapy Technician II,8,09-MH,OPST,OTT2
Oceanographer I,11,13-MP,OC,O1
Oceanographer II,15,13-MP,OC,O2
Oceanographer III,18,13-MP,OC,O3
Oceanographer IV,22,13-MP,OC,O4
Oceanographer V,24,13-MP,OC,O4
Offset Camera Operator I,6,08-IA,PH,OC01
Offset Camera Operator II,8,08-IA,PH,OCO2
Ombudsman,31,15-LJ,GI,OMB
Optometrist I,12,09-MH,O,OPTO1
Optometrist II,16,09-MH,O,OPTO2
Ordinance Technician I,6,14-DS,OMRR,ORDT1
Ordinance Technician II,8,14-DS,OMRR,ORDT2
Ordinance Technician III,11,14-DS,OMRR,ORDT3
Overall Deputy Ombudsman,30,15-LJ,GI,ODO
Overseas Employment Adjudicator,25,07-SS,LCMA,OEA
Overseas Worker Welfare Assistant,8,07-SS,LEMD,OWWA
Overseas Worker Welfare Officer I,11,07-SS,LEMD,OWW01
Overseas Worker Welfare Officer II,15,07-SS,LEMD,OWWO2
Overseas Worker Welfare Officer II,18,07-SS,LEMD,OWWO3
Overseas Worker Welfare Officer IV,22,07-SS,LEMD,OWWO4
Overseas Worker Welfare Officer V,24,07-SS,LEMD,OWWO5
Overseas Worker Welfare Officer VI,25,07-SS,LEMD,OWWO6
Paper Cutting Machine Operator I,3,06-CT,PW,PCMO1
Paper Cutting Machine Operator II,5,06-CT,PW,PCMO2
Paper Cutting Machine Operator III,8,06-CT,PW,PCMO3
Park Attendant I,2,17-MS,PTA,PA1
Park Attendant II,4,17-MS,PTA,PA2
Park Attendant III,6,17-MS,PTA,PA3
Park Maintenance Foreman,8,17-MS,PTA,PMF
Park Maintenance General Foreman,10,17-MS,PTA,PMGF
Park Maintenance Supervisor,14,17-MS,PTA,PMS
Park Operations Superintendent I,16,17-MS,PTA,POS1
Park Operations Superintendent II,18,17-MS,PTA,POS2
Park Operations Superintendent III,20,17-MS,PTA,POS3
Park Operations Superintendent IV,22,17-MS,PTA,POS4
Park Operations Superintendent V,24,17-MS,PTA,POS5
Parking Aide I,2,17-MS,PO,PAID1
Parking Aide II,4,17-MS,PO,PAID2
Parking Aide III,6,17-MS,PO,PAID3
Parking Aide IV,7,17-MS,PO,PAID4
Parole Officer I,16,07-SS,PPA,PARO1
Parole Officer II,18,07-SS,PPA,PARO2
